appeal_id,date,district,category,text,repeat_count,true_tier,is_urgent
423,2025-06-15,Ауэзовский р-н,Дороги,"Стёрлась дорожная разметка возле ул. Розыбакиева, просьба обновить.",0,low,0
424,2025-08-07,Наурызбайский р-н,ЖКХ,"В подъезде перегорела лампочка на 8 этаже, просьба заменить.",0,low,0
425,2025-08-11,Алмалинский р-н,Безопасность,"Сломано ограждение возле детской площадки на ул. Абая, дети могут выйти на дорогу.",1,medium,0
426,2025-07-13,Бостандыкский р-н,Безопасность,"Обрушение части козырька подъезда, есть угроза жизни жильцам, требуется срочный осмотр.",1,high,1
427,2025-07-07,Алмалинский р-н,Дороги,"Небольшая яма на обочине, не мешает движению, но стоит подлатать.",0,low,0
428,2025-08-15,Турксибский р-н,Дороги,"Не работает светофор на оживлённом перекрёстке, уже было ДТП сегодня.",1,high,1
429,2025-04-10,Медеуский р-н,ЖКХ,"Небольшая течь под раковиной на кухне, капает медленно.",0,low,0
430,2025-07-26,Алмалинский р-н,Благоустройство,"Обрушился фрагмент забора стройки на пешеходную дорожку, опасно для прохожих.",1,high,0
431,2025-08-08,Медеуский р-н,Соцвопросы,Хотелось бы получить консультацию по льготам для пенсионеров.,0,low,1
432,2025-08-26,Алмалинский р-н,ЖКХ,Полностью отключено отопление в доме при минусовой температуре на улице.,7,high,1
433,2025-04-23,Наурызбайский р-н,ЖКХ,"В подвале дома скапливается вода, появляется сырость и запах.",1,medium,0
434,2025-02-24,Наурызбайский р-н,Благоустройство,"Не хватает урн во дворе на мкр. Аксай, мусор разбросан ветром.",1,low,0
435,2025-10-18,Медеуский р-н,Соцвопросы,Семья с 3 детьми осталась без пособия и без средств на еду уже вторую неделю.,0,high,1
436,2025-08-31,Бостандыкский р-н,Благоустройство,"Хотелось бы больше зелени во дворе, если возможно посадить деревья.",0,low,0
437,2025-08-31,Алмалинский р-н,ЖКХ,"В подъезде перегорела лампочка на 3 этаже, просьба заменить.",0,low,0
438,2025-03-16,Турксибский р-н,ЖКХ,"Отключили горячую воду без предупреждения, третий день без воды.",2,medium,0
439,2025-08-19,Медеуский р-н,Безопасность,"Открытый канализационный люк во дворе, дети играют рядом.",1,medium,1
440,2025-10-04,Наурызбайский р-н,ЖКХ,"Небольшая течь под раковиной на кухне, капает медленно.",1,low,0
441,2025-08-31,Бостандыкский р-н,Дороги,"Не работает светофор на перекрёстке уже второй день, заторы.",1,medium,0
442,2025-09-26,Наурызбайский р-н,ЖКХ,"Прошу проверить давление воды в кране, слабый напор третий день.",1,low,1
443,2025-09-07,Алмалинский р-н,ЖКХ,"В подвале дома скапливается вода, появляется сырость и запах.",2,medium,0
444,2025-03-29,Турксибский р-н,Соцвопросы,Уже месяц не могу получить ответ по заявке на пособие по инвалидности.,1,medium,1
445,2025-02-02,Наурызбайский р-н,Благоустройство,"Просьба покрасить лавочки во дворе, облезла краска.",0,low,0
446,2025-07-05,Медеуский р-н,Соцвопросы,Хотелось бы получить консультацию по льготам для пенсионеров.,0,low,0
447,2025-10-18,Турксибский р-н,Соцвопросы,Прошу разъяснить порядок оформления справки в ЦОН.,1,low,1
448,2025-07-17,Бостандыкский р-н,Дороги,"Глубокий провал асфальта на ул. Абая, машина чуть не попала в яму, аварийная ситуация.",1,high,0
449,2025-04-09,Наурызбайский р-н,Благоустройство,"Аварийное дерево во дворе накренилось после ветра, может упасть на игровую площадку.",2,high,1
450,2025-06-02,Наурызбайский р-н,Дороги,"Провалился люк на дороге, риск повредить колесо.",0,medium,0
451,2025-01-04,Алмалинский р-н,Дороги,"Провалился люк на дороге, риск повредить колесо.",1,medium,0
452,2025-04-08,Наурызбайский р-н,Дороги,"Стёрлась дорожная разметка возле ул. Толе би, просьба обновить.",0,low,0
453,2025-08-06,Медеуский р-н,ЖКХ,"Прошу проверить давление воды в кране, слабый напор третий день.",0,low,0
454,2025-05-07,Бостандыкский р-н,ЖКХ,"Батареи чуть тёплые уже неделю, в квартире холодно, дети мёрзнут.",2,medium,0
455,2025-04-04,Турксибский р-н,Безопасность,"Не горит один фонарь на мкр. Аксай, вечером немного темно.",0,low,0
456,2025-06-26,Наурызбайский р-н,ЖКХ,Полностью отключено отопление в доме при минусовой температуре на улице.,7,high,1
457,2025-02-16,Медеуский р-н,Безопасность,"Обрушение части козырька подъезда, есть угроза жизни жильцам, требуется срочный осмотр.",1,high,1
458,2025-01-19,Медеуский р-н,Благоустройство,"Свалка строительного мусора во дворе уже неделю, портит вид и мешает проходу.",1,medium,1
459,2025-04-02,Бостандыкский р-н,Безопасность,"Тёмный двор без освещения, страшно ходить вечером, были случаи хулиганства.",3,medium,0
460,2025-04-09,Наурызбайский р-н,Дороги,"Провалился люк на дороге, риск повредить колесо.",1,medium,1
461,2025-03-23,Медеуский р-н,Безопасность,"Открытый канализационный люк во дворе, дети играют рядом.",2,medium,1
462,2025-07-17,Медеуский р-н,Безопасность,"Открытый канализационный люк во дворе, дети играют рядом.",4,medium,0
463,2025-02-15,Алмалинский р-н,ЖКХ,"Отключили горячую воду без предупреждения, третий день без воды.",0,medium,1
464,2025-10-27,Бостандыкский р-н,ЖКХ,"Батареи чуть тёплые уже неделю, в квартире холодно, дети мёрзнут.",1,medium,0
465,2025-02-09,Бостандыкский р-н,Соцвопросы,"Не совсем понятен статус моей заявки на пособие, прошу уточнить.",0,low,0
466,2025-01-09,Алмалинский р-н,ЖКХ,"Течёт газ на кухне, чувствуется сильный запах, боимся находиться дома.",2,high,1
467,2025-05-18,Ауэзовский р-н,Дороги,"Стёрлась дорожная разметка возле ул. Жандосова, просьба обновить.",0,low,0
468,2025-05-04,Бостандыкский р-н,Безопасность,"Сломано ограждение возле детской площадки на ул. Толе би, дети могут выйти на дорогу.",3,medium,1
469,2025-09-10,Алмалинский р-н,Благоустройство,"Хотелось бы больше зелени во дворе, если возможно посадить деревья.",0,low,0
470,2025-08-19,Наурызбайский р-н,Дороги,"Тротуар немного просел возле дома, ходить неудобно.",0,low,0
471,2025-04-14,Бостандыкский р-н,Дороги,"Небольшая яма на обочине, не мешает движению, но стоит подлатать.",0,low,0
472,2025-01-20,Ауэзовский р-н,Дороги,"Не работает светофор на перекрёстке уже второй день, заторы.",3,medium,1
473,2025-02-08,Медеуский р-н,Соцвопросы,Прошу разъяснить порядок оформления справки в ЦОН.,0,low,0
474,2025-05-26,Медеуский р-н,Благоустройство,"Не хватает урн во дворе на ул. Сейфуллина, мусор разбросан ветром.",0,low,1
475,2025-01-18,Медеуский р-н,Соцвопросы,"Пожилой человек не может получить экстренную соцпомощь, ситуация критическая.",2,high,1
476,2025-05-16,Бостандыкский р-н,ЖКХ,"Прошу проверить давление воды в кране, слабый напор третий день.",1,low,0
477,2025-08-02,Турксибский р-н,Безопасность,"Тёмный двор без освещения, страшно ходить вечером, были случаи хулиганства.",1,medium,0
478,2025-08-21,Ауэзовский р-н,Дороги,"Провалился люк на дороге, риск повредить колесо.",1,medium,0
479,2025-05-29,Алмалинский р-н,Соцвопросы,"Не совсем понятен статус моей заявки на пособие, прошу уточнить.",0,low,0
480,2025-07-02,Ауэзовский р-н,Благоустройство,"Хотелось бы больше зелени во дворе, если возможно посадить деревья.",0,low,0
481,2025-10-10,Алмалинский р-н,Соцвопросы,Задержка выплаты пособия на ребёнка второй месяц подряд.,1,medium,1
482,2025-07-24,Турксибский р-н,Дороги,"Глубокий провал асфальта на ул. Достык, машина чуть не попала в яму, аварийная ситуация.",4,high,1
483,2025-03-02,Бостандыкский р-н,Дороги,"Стёрлась дорожная разметка возле ул. Абая, просьба обновить.",0,low,0
484,2025-05-29,Турксибский р-н,Благоустройство,"Открытая теплотрасса во дворе на мкр. Аксай, есть риск ожога для детей.",1,high,1
485,2025-02-03,Ауэзовский р-н,Благоустройство,"Не хватает урн во дворе на мкр. Самал, мусор разбросан ветром.",1,low,0
486,2025-02-24,Алмалинский р-н,Безопасность,"Не горит один фонарь на мкр. Самал, вечером немного темно.",0,low,0
487,2025-06-01,Турксибский р-н,Благоустройство,"Сломана детская горка на площадке, дети могут пораниться.",1,medium,1
488,2025-04-14,Бостандыкский р-н,Дороги,"Тротуар немного просел возле дома, ходить неудобно.",1,low,0
489,2025-07-20,Ауэзовский р-н,Дороги,"Не работает светофор на перекрёстке уже второй день, заторы.",1,medium,1
490,2025-10-16,Медеуский р-н,Дороги,"Небольшая яма на обочине, не мешает движению, но стоит подлатать.",0,low,0
491,2025-01-09,Наурызбайский р-н,Соцвопросы,Хотелось бы получить консультацию по льготам для пенсионеров.,0,low,0
492,2025-01-23,Наурызбайский р-н,Благоустройство,"Сломана детская горка на площадке, дети могут пораниться.",0,medium,0
493,2025-09-05,Медеуский р-н,Дороги,"Небольшая яма на обочине, не мешает движению, но стоит подлатать.",0,low,0
494,2025-01-12,Наурызбайский р-н,Безопасность,"Открытый канализационный люк во дворе, дети играют рядом.",1,medium,0
495,2025-01-29,Бостандыкский р-н,Дороги,"Стёрлась дорожная разметка возле мкр. Аксай, просьба обновить.",0,low,0
496,2025-03-19,Алмалинский р-н,Благоустройство,"Не хватает урн во дворе на ул. Сейфуллина, мусор разбросан ветром.",0,low,0
497,2025-06-08,Медеуский р-н,Безопасность,"Не горит один фонарь на мкр. Аксай, вечером немного темно.",0,low,0
498,2025-06-05,Алмалинский р-н,Благоустройство,"Не хватает урн во дворе на ул. Сейфуллина, мусор разбросан ветром.",1,low,0
499,2025-10-10,Наурызбайский р-н,Соцвопросы,Прошу разъяснить порядок оформления справки в ЦОН.,0,low,0
500,2025-07-19,Турксибский р-н,Безопасность,Просьба поставить дополнительный знак пешеходного перехода.,0,low,0
501,2025-04-13,Бостандыкский р-н,Дороги,"Крупная яма на дороге по ул. Сейфуллина, машины объезжают по встречке.",1,medium,0
502,2025-07-29,Алмалинский р-н,Благоустройство,"Не хватает урн во дворе на ул. Сейфуллина, мусор разбросан ветром.",1,low,0
503,2025-09-23,Турксибский р-н,Соцвопросы,"Не совсем понятен статус моей заявки на пособие, прошу уточнить.",0,low,0
504,2025-04-04,Турксибский р-н,Благоустройство,"Обрушился фрагмент забора стройки на пешеходную дорожку, опасно для прохожих.",1,high,0
505,2025-01-25,Наурызбайский р-н,Дороги,"Небольшая яма на обочине, не мешает движению, но стоит подлатать.",0,low,0
506,2025-10-03,Алмалинский р-н,Благоустройство,"Обрушился фрагмент забора стройки на пешеходную дорожку, опасно для прохожих.",3,high,1
507,2025-03-05,Турксибский р-н,Благоустройство,"Хотелось бы больше зелени во дворе, если возможно посадить деревья.",1,low,0
508,2025-10-01,Бостандыкский р-н,Безопасность,"Не горит один фонарь на ул. Толе би, вечером немного темно.",0,low,0
509,2025-03-16,Ауэзовский р-н,Дороги,"Небольшая яма на обочине, не мешает движению, но стоит подлатать.",0,low,1
510,2025-02-15,Наурызбайский р-н,ЖКХ,"Батареи чуть тёплые уже неделю, в квартире холодно, дети мёрзнут.",1,medium,0
511,2025-06-25,Бостандыкский р-н,Безопасность,Хотелось бы больше освещения во дворе для вечерних прогулок.,0,low,0
512,2025-08-06,Ауэзовский р-н,Безопасность,"Сломано ограждение возле детской площадки на мкр. Самал, дети могут выйти на дорогу.",0,medium,1
513,2025-03-14,Медеуский р-н,Безопасность,"Тёмный двор без освещения, страшно ходить вечером, были случаи хулиганства.",2,medium,0
514,2025-07-03,Турксибский р-н,Дороги,"Крупная яма на дороге по мкр. Аксай, машины объезжают по встречке.",2,medium,1
515,2025-02-11,Наурызбайский р-н,Благоустройство,"Просьба покрасить лавочки во дворе, облезла краска.",1,low,1
516,2025-05-21,Алмалинский р-н,Соцвопросы,"Не совсем понятен статус моей заявки на пособие, прошу уточнить.",1,low,0
517,2025-02-14,Турксибский р-н,Безопасность,"Тёмный двор без освещения, страшно ходить вечером, были случаи хулиганства.",0,medium,0
518,2025-09-28,Ауэзовский р-н,Безопасность,"Сломано ограждение возле детской площадки на мкр. Самал, дети могут выйти на дорогу.",0,medium,0
519,2025-07-26,Бостандыкский р-н,Безопасность,Просьба поставить дополнительный знак пешеходного перехода.,0,low,0
520,2025-06-21,Алмалинский р-н,Безопасность,"Оборвался провод и висит над тротуаром на ул. Розыбакиева, есть риск поражения током.",2,high,1
521,2025-07-29,Медеуский р-н,ЖКХ,"Небольшая течь под раковиной на кухне, капает медленно.",0,low,0
522,2025-06-30,Турксибский р-н,Соцвопросы,Прошу разъяснить порядок оформления справки в ЦОН.,0,low,0
523,2025-01-21,Ауэзовский р-н,Соцвопросы,Хотелось бы получить консультацию по льготам для пенсионеров.,0,low,0
524,2025-08-09,Ауэзовский р-н,Безопасность,Хотелось бы больше освещения во дворе для вечерних прогулок.,0,low,0
525,2025-01-09,Медеуский р-н,ЖКХ,"Прошу проверить давление воды в кране, слабый напор третий день.",0,low,0
526,2025-02-18,Бостандыкский р-н,Соцвопросы,"Не совсем понятен статус моей заявки на пособие, прошу уточнить.",1,low,0
527,2025-06-08,Ауэзовский р-н,ЖКХ,"Прорвало трубу с горячей водой, кипяток заливает первый этаж, срочно!",3,high,1
528,2025-05-02,Ауэзовский р-н,Благоустройство,"Просьба покрасить лавочки во дворе, облезла краска.",0,low,0
529,2025-02-14,Медеуский р-н,Соцвопросы,Не могу записаться на приём к социальному работнику уже 3 недели.,0,medium,0
530,2025-04-25,Алмалинский р-н,Благоустройство,"Не убирают снег во дворе третий день, сложно пройти с коляской.",1,medium,0
531,2025-09-14,Наурызбайский р-н,Благоустройство,"Свалка строительного мусора во дворе уже неделю, портит вид и мешает проходу.",1,medium,0
532,2025-06-23,Бостандыкский р-н,Безопасность,Просьба поставить дополнительный знак пешеходного перехода.,0,low,0
533,2025-04-09,Турксибский р-н,Безопасность,"Обрушение части козырька подъезда, есть угроза жизни жильцам, требуется срочный осмотр.",2,high,1
534,2025-03-17,Алмалинский р-н,Соцвопросы,Прошу разъяснить порядок оформления справки в ЦОН.,0,low,0
535,2025-02-22,Алмалинский р-н,Безопасность,Хотелось бы больше освещения во дворе для вечерних прогулок.,0,low,0
536,2025-01-22,Медеуский р-н,Благоустройство,"Просьба покрасить лавочки во дворе, облезла краска.",0,low,0
537,2025-02-28,Алмалинский р-н,Благоустройство,"Хотелось бы больше зелени во дворе, если возможно посадить деревья.",0,low,0
538,2025-06-26,Алмалинский р-н,Дороги,"Небольшая яма на обочине, не мешает движению, но стоит подлатать.",0,low,0
539,2025-05-13,Ауэзовский р-н,Дороги,"Провалился люк на дороге, риск повредить колесо.",0,medium,0
540,2025-01-10,Турксибский р-н,ЖКХ,"Небольшая течь под раковиной на кухне, капает медленно.",0,low,0
541,2025-04-27,Медеуский р-н,Безопасность,"Открытый канализационный люк во дворе, дети играют рядом.",0,medium,1
542,2025-08-08,Медеуский р-н,ЖКХ,"Батареи чуть тёплые уже неделю, в квартире холодно, дети мёрзнут.",3,medium,1
543,2025-01-02,Ауэзовский р-н,Благоустройство,"Просьба покрасить лавочки во дворе, облезла краска.",0,low,0
544,2025-10-18,Бостандыкский р-н,ЖКХ,"Небольшая течь под раковиной на кухне, капает медленно.",0,low,0
545,2025-03-26,Алмалинский р-н,Благоустройство,"Хотелось бы больше зелени во дворе, если возможно посадить деревья.",0,low,0
546,2025-05-29,Ауэзовский р-н,Соцвопросы,Задержка выплаты пособия на ребёнка второй месяц подряд.,0,medium,0
547,2025-08-09,Медеуский р-н,Дороги,"Небольшая яма на обочине, не мешает движению, но стоит подлатать.",0,low,0
548,2025-04-22,Наурызбайский р-н,Соцвопросы,Прошу разъяснить порядок оформления справки в ЦОН.,0,low,0
549,2025-02-08,Бостандыкский р-н,Дороги,"Тротуар немного просел возле дома, ходить неудобно.",1,low,0
550,2025-07-22,Медеуский р-н,Благоустройство,"Хотелось бы больше зелени во дворе, если возможно посадить деревья.",0,low,0
551,2025-02-12,Турксибский р-н,Соцвопросы,Прошу разъяснить порядок оформления справки в ЦОН.,0,low,0
552,2025-05-26,Турксибский р-н,Дороги,"Провалился люк на дороге, риск повредить колесо.",3,medium,0
553,2025-03-04,Алмалинский р-н,Благоустройство,"Просьба покрасить лавочки во дворе, облезла краска.",1,low,0
554,2025-04-29,Алмалинский р-н,Соцвопросы,Хотелось бы получить консультацию по льготам для пенсионеров.,1,low,0
555,2025-03-13,Алмалинский р-н,Благоустройство,"Хотелось бы больше зелени во дворе, если возможно посадить деревья.",0,low,0
556,2025-09-19,Алмалинский р-н,Безопасность,"Сломано ограждение возле детской площадки на мкр. Аксай, дети могут выйти на дорогу.",0,medium,0
557,2025-05-07,Ауэзовский р-н,ЖКХ,"В подвале дома скапливается вода, появляется сырость и запах.",1,medium,1
558,2025-10-24,Турксибский р-н,ЖКХ,"Прорвало трубу с горячей водой, кипяток заливает первый этаж, срочно!",1,high,1
559,2025-10-01,Наурызбайский р-н,Дороги,"Небольшая яма на обочине, не мешает движению, но стоит подлатать.",1,low,1
560,2025-05-03,Медеуский р-н,Дороги,"Небольшая яма на обочине, не мешает движению, но стоит подлатать.",1,low,0
561,2025-04-07,Медеуский р-н,Благоустройство,"Хотелось бы больше зелени во дворе, если возможно посадить деревья.",0,low,0
562,2025-03-24,Наурызбайский р-н,ЖКХ,"Отключили горячую воду без предупреждения, третий день без воды.",0,medium,0
563,2025-08-26,Наурызбайский р-н,Соцвопросы,Хотелось бы получить консультацию по льготам для пенсионеров.,2,low,0
564,2025-01-11,Ауэзовский р-н,ЖКХ,"Батареи чуть тёплые уже неделю, в квартире холодно, дети мёрзнут.",2,medium,1
565,2025-06-14,Бостандыкский р-н,Дороги,"Небольшая яма на обочине, не мешает движению, но стоит подлатать.",0,low,0
566,2025-10-06,Алмалинский р-н,Соцвопросы,"Не совсем понятен статус моей заявки на пособие, прошу уточнить.",1,low,0
567,2025-01-11,Медеуский р-н,Соцвопросы,"Не совсем понятен статус моей заявки на пособие, прошу уточнить.",0,low,0
568,2025-07-27,Алмалинский р-н,Безопасность,"Открытый канализационный люк во дворе, дети играют рядом.",1,medium,0
569,2025-07-14,Ауэзовский р-н,Безопасность,"Не горит один фонарь на ул. Абая, вечером немного темно.",0,low,0
570,2025-10-07,Алмалинский р-н,Дороги,"Тротуар немного просел возле дома, ходить неудобно.",0,low,0
571,2025-04-30,Алмалинский р-н,Благоустройство,"Не хватает урн во дворе на ул. Толе би, мусор разбросан ветром.",0,low,0
572,2025-02-10,Турксибский р-н,Соцвопросы,Хотелось бы получить консультацию по льготам для пенсионеров.,0,low,0
573,2025-09-15,Бостандыкский р-н,Благоустройство,"Просьба покрасить лавочки во дворе, облезла краска.",0,low,0
574,2025-01-16,Алмалинский р-н,ЖКХ,"Прошу проверить давление воды в кране, слабый напор третий день.",0,low,0
575,2025-02-26,Медеуский р-н,Соцвопросы,Уже месяц не могу получить ответ по заявке на пособие по инвалидности.,1,medium,0
576,2025-09-11,Бостандыкский р-н,Благоустройство,"Свалка строительного мусора во дворе уже неделю, портит вид и мешает проходу.",2,medium,0
577,2025-10-22,Алмалинский р-н,Благоустройство,"Просьба покрасить лавочки во дворе, облезла краска.",0,low,0
578,2025-08-02,Турксибский р-н,Соцвопросы,"Не совсем понятен статус моей заявки на пособие, прошу уточнить.",0,low,0
579,2025-10-05,Алмалинский р-н,Дороги,"Небольшая яма на обочине, не мешает движению, но стоит подлатать.",0,low,0
580,2025-10-20,Алмалинский р-н,Безопасность,"Тёмный двор без освещения, страшно ходить вечером, были случаи хулиганства.",0,medium,1
581,2025-04-05,Ауэзовский р-н,Безопасность,"Оборвался провод и висит над тротуаром на ул. Достык, есть риск поражения током.",4,high,1
582,2025-02-22,Бостандыкский р-н,Благоустройство,"Свалка строительного мусора во дворе уже неделю, портит вид и мешает проходу.",1,medium,0
583,2025-10-11,Бостандыкский р-н,Соцвопросы,"Пожилой человек не может получить экстренную соцпомощь, ситуация критическая.",1,high,1
584,2025-07-25,Турксибский р-н,Безопасность,"Тёмный двор без освещения, страшно ходить вечером, были случаи хулиганства.",1,medium,0
585,2025-04-16,Ауэзовский р-н,Безопасность,"Тёмный двор без освещения, страшно ходить вечером, были случаи хулиганства.",0,medium,0
586,2025-09-13,Бостандыкский р-н,ЖКХ,"Отключили горячую воду без предупреждения, третий день без воды.",3,medium,1
587,2025-08-01,Алмалинский р-н,Дороги,"Не работает светофор на перекрёстке уже второй день, заторы.",3,medium,1
588,2025-07-10,Турксибский р-н,Соцвопросы,Хотелось бы получить консультацию по льготам для пенсионеров.,0,low,0
589,2025-07-08,Медеуский р-н,ЖКХ,"В подвале дома скапливается вода, появляется сырость и запах.",2,medium,0
590,2025-09-21,Алмалинский р-н,Безопасность,Просьба поставить дополнительный знак пешеходного перехода.,0,low,0
591,2025-08-28,Бостандыкский р-н,ЖКХ,"Небольшая течь под раковиной на кухне, капает медленно.",1,low,1
592,2025-06-30,Медеуский р-н,ЖКХ,"Батареи чуть тёплые уже неделю, в квартире холодно, дети мёрзнут.",3,medium,0
593,2025-08-21,Наурызбайский р-н,Дороги,"Небольшая яма на обочине, не мешает движению, но стоит подлатать.",0,low,0
594,2025-09-22,Бостандыкский р-н,Безопасность,"Открытый канализационный люк во дворе, дети играют рядом.",0,medium,1
595,2025-04-02,Ауэзовский р-н,Дороги,"Не работает светофор на перекрёстке уже второй день, заторы.",0,medium,0
596,2025-03-16,Ауэзовский р-н,Благоустройство,"Просьба покрасить лавочки во дворе, облезла краска.",0,low,0
597,2025-03-03,Медеуский р-н,Благоустройство,"Просьба покрасить лавочки во дворе, облезла краска.",0,low,0
598,2025-03-22,Ауэзовский р-н,Соцвопросы,Хотелось бы получить консультацию по льготам для пенсионеров.,0,low,0
599,2025-01-26,Алмалинский р-н,Соцвопросы,Не могу записаться на приём к социальному работнику уже 3 недели.,0,medium,0
600,2025-05-20,Наурызбайский р-н,ЖКХ,"В подъезде перегорела лампочка на 2 этаже, просьба заменить.",0,low,0
601,2025-08-01,Бостандыкский р-н,Соцвопросы,"Пожилой человек не может получить экстренную соцпомощь, ситуация критическая.",2,high,0
602,2025-09-21,Бостандыкский р-н,ЖКХ,"В подъезде перегорела лампочка на 2 этаже, просьба заменить.",0,low,0
603,2025-03-27,Наурызбайский р-н,Благоустройство,"Не хватает урн во дворе на мкр. Самал, мусор разбросан ветром.",1,low,0
604,2025-09-06,Алмалинский р-н,Благоустройство,"Просьба покрасить лавочки во дворе, облезла краска.",0,low,0
605,2025-03-07,Бостандыкский р-н,ЖКХ,"В подъезде перегорела лампочка на 3 этаже, просьба заменить.",1,low,0
606,2025-01-21,Турксибский р-н,ЖКХ,"В подъезде перегорела лампочка на 6 этаже, просьба заменить.",0,low,0
607,2025-10-23,Ауэзовский р-н,ЖКХ,"В подъезде перегорела лампочка на 3 этаже, просьба заменить.",0,low,0
608,2025-01-15,Бостандыкский р-н,Безопасность,Просьба поставить дополнительный знак пешеходного перехода.,0,low,0
609,2025-01-12,Турксибский р-н,Благоустройство,"Просьба покрасить лавочки во дворе, облезла краска.",1,low,0
610,2025-02-28,Алмалинский р-н,Соцвопросы,Прошу разъяснить порядок оформления справки в ЦОН.,1,low,0
611,2025-02-22,Ауэзовский р-н,Соцвопросы,"Пожилой человек не может получить экстренную соцпомощь, ситуация критическая.",2,high,1
612,2025-04-29,Турксибский р-н,ЖКХ,"Отключили горячую воду без предупреждения, третий день без воды.",0,medium,0
613,2025-10-03,Медеуский р-н,ЖКХ,"Небольшая течь под раковиной на кухне, капает медленно.",1,low,0
614,2025-03-09,Медеуский р-н,Соцвопросы,Хотелось бы получить консультацию по льготам для пенсионеров.,1,low,1
615,2025-07-01,Алмалинский р-н,Соцвопросы,Уже месяц не могу получить ответ по заявке на пособие по инвалидности.,0,medium,0
616,2025-07-31,Алмалинский р-н,ЖКХ,"В подвале дома скапливается вода, появляется сырость и запах.",1,medium,1
617,2025-10-20,Медеуский р-н,ЖКХ,"Прошу проверить давление воды в кране, слабый напор третий день.",0,low,0
618,2025-07-11,Бостандыкский р-н,Безопасность,"Сломано ограждение возле детской площадки на ул. Сейфуллина, дети могут выйти на дорогу.",2,medium,0
619,2025-09-30,Наурызбайский р-н,Соцвопросы,"Пожилой человек не может получить экстренную соцпомощь, ситуация критическая.",7,high,1
620,2025-02-02,Турксибский р-н,Безопасность,Просьба поставить дополнительный знак пешеходного перехода.,0,low,1
621,2025-05-06,Медеуский р-н,Безопасность,"Не горит один фонарь на мкр. Аксай, вечером немного темно.",0,low,0
622,2025-05-24,Турксибский р-н,Благоустройство,"Хотелось бы больше зелени во дворе, если возможно посадить деревья.",1,low,0
623,2025-07-21,Ауэзовский р-н,Соцвопросы,Задержка выплаты пособия на ребёнка второй месяц подряд.,1,medium,1
624,2025-10-06,Ауэзовский р-н,Безопасность,"Тёмный двор без освещения, страшно ходить вечером, были случаи хулиганства.",0,medium,0
625,2025-08-20,Ауэзовский р-н,Соцвопросы,"Многодетная семья лишилась жилья, требуется немедленная помощь.",1,high,1
626,2025-03-22,Алмалинский р-н,Безопасность,"Открытый колодец без ограждения возле школы на ул. Абая, ребёнок чуть не упал.",2,high,1
627,2025-08-05,Наурызбайский р-н,Дороги,"Крупная яма на дороге по мкр. Самал, машины объезжают по встречке.",1,medium,0
628,2025-03-07,Медеуский р-н,Соцвопросы,Хотелось бы получить консультацию по льготам для пенсионеров.,1,low,0
629,2025-07-19,Наурызбайский р-н,Благоустройство,"Свалка строительного мусора во дворе уже неделю, портит вид и мешает проходу.",1,medium,1
630,2025-02-20,Медеуский р-н,Благоустройство,"Обрушился фрагмент забора стройки на пешеходную дорожку, опасно для прохожих.",2,high,1
631,2025-01-21,Турксибский р-н,Безопасность,"Открытый колодец без ограждения возле школы на ул. Достык, ребёнок чуть не упал.",3,high,1
632,2025-05-16,Медеуский р-н,Безопасность,"Открытый канализационный люк во дворе, дети играют рядом.",2,medium,1
633,2025-02-17,Турксибский р-н,ЖКХ,"Отключили горячую воду без предупреждения, третий день без воды.",0,medium,1
634,2025-04-11,Бостандыкский р-н,ЖКХ,"Течёт газ на кухне, чувствуется сильный запах, боимся находиться дома.",3,high,1
635,2025-03-29,Турксибский р-н,Благоустройство,"Обрушился фрагмент забора стройки на пешеходную дорожку, опасно для прохожих.",3,high,1
636,2025-07-22,Бостандыкский р-н,Дороги,"Небольшая яма на обочине, не мешает движению, но стоит подлатать.",0,low,0
637,2025-07-08,Бостандыкский р-н,Дороги,"Тротуар немного просел возле дома, ходить неудобно.",1,low,0
638,2025-02-25,Медеуский р-н,Соцвопросы,Семья с 3 детьми осталась без пособия и без средств на еду уже вторую неделю.,5,high,1
639,2025-02-10,Медеуский р-н,Дороги,"Стёрлась дорожная разметка возле ул. Жандосова, просьба обновить.",0,low,0
640,2025-02-03,Наурызбайский р-н,Дороги,"Не работает светофор на перекрёстке уже второй день, заторы.",1,medium,1
641,2025-04-09,Ауэзовский р-н,Безопасность,Просьба поставить дополнительный знак пешеходного перехода.,0,low,0
642,2025-06-20,Наурызбайский р-н,Дороги,"Стёрлась дорожная разметка возле ул. Жандосова, просьба обновить.",0,low,0
643,2025-04-30,Медеуский р-н,Безопасность,"Открытый канализационный люк во дворе, дети играют рядом.",0,medium,1
644,2025-09-19,Наурызбайский р-н,Благоустройство,"Хотелось бы больше зелени во дворе, если возможно посадить деревья.",0,low,0
645,2025-06-09,Алмалинский р-н,Благоустройство,"Просьба покрасить лавочки во дворе, облезла краска.",0,low,0
646,2025-09-24,Наурызбайский р-н,ЖКХ,"Небольшая течь под раковиной на кухне, капает медленно.",1,low,0
647,2025-09-05,Медеуский р-н,Безопасность,"Оборвался провод и висит над тротуаром на ул. Абая, есть риск поражения током.",3,high,1
648,2025-03-03,Наурызбайский р-н,Дороги,"Крупная яма на дороге по ул. Сейфуллина, машины объезжают по встречке.",1,medium,0
649,2025-10-18,Ауэзовский р-н,Соцвопросы,"Не совсем понятен статус моей заявки на пособие, прошу уточнить.",0,low,0
